Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Seattle,Company Size,2018-12,5000+,Median Base Pay,63791.0,
Seattle,Company Size,2018-12,501-1000,Median Base Pay,61435.0,
Seattle,Company Size,2018-12,51-200,Median Base Pay,59367.0,
National,Company Size,2019-01,1001-5000,Median Base Pay,52830.0,
National,Company Size,2019-01,<51,Median Base Pay,47853.0,
National,Company Size,2019-01,201-500,Median Base Pay,50902.0,
National,Company Size,2019-01,5000+,Median Base Pay,53558.0,
National,Company Size,2019-01,501-1000,Median Base Pay,51525.0,
National,Company Size,2019-01,51-200,Median Base Pay,49826.0,
New York City,Company Size,2019-01,1001-5000,Median Base Pay,63171.0,
New York City,Company Size,2019-01,<51,Median Base Pay,57220.0,
New York City,Company Size,2019-01,201-500,Median Base Pay,60865.0,
New York City,Company Size,2019-01,5000+,Median Base Pay,64042.0,
New York City,Company Size,2019-01,501-1000,Median Base Pay,61610.0,
New York City,Company Size,2019-01,51-200,Median Base Pay,59578.0,
Los Angeles,Company Size,2019-01,1001-5000,Median Base Pay,62257.0,
Los Angeles,Company Size,2019-01,<51,Median Base Pay,56392.0,
Los Angeles,Company Size,2019-01,201-500,Median Base Pay,59984.0,
Los Angeles,Company Size,2019-01,5000+,Median Base Pay,63115.0,
Los Angeles,Company Size,2019-01,501-1000,Median Base Pay,60719.0,
Los Angeles,Company Size,2019-01,51-200,Median Base Pay,58716.0,
Chicago,Company Size,2019-01,1001-5000,Median Base Pay,57185.0,
Chicago,Company Size,2019-01,<51,Median Base Pay,51798.0,
Chicago,Company Size,2019-01,201-500,Median Base Pay,55098.0,
Chicago,Company Size,2019-01,5000+,Median Base Pay,57973.0,
Chicago,Company Size,2019-01,501-1000,Median Base Pay,55772.0,
Chicago,Company Size,2019-01,51-200,Median Base Pay,53933.0,
Houston,Company Size,2019-01,1001-5000,Median Base Pay,55163.0,
Houston,Company Size,2019-01,<51,Median Base Pay,49967.0,
Houston,Company Size,2019-01,201-500,Median Base Pay,53150.0,
Houston,Company Size,2019-01,5000+,Median Base Pay,55924.0,
Houston,Company Size,2019-01,501-1000,Median Base Pay,53800.0,
Houston,Company Size,2019-01,51-200,Median Base Pay,52026.0,
Washington DC,Company Size,2019-01,1001-5000,Median Base Pay,61125.0,
Washington DC,Company Size,2019-01,<51,Median Base Pay,55367.0,
Washington DC,Company Size,2019-01,201-500,Median Base Pay,58893.0,
Washington DC,Company Size,2019-01,5000+,Median Base Pay,61967.0,
Washington DC,Company Size,2019-01,501-1000,Median Base Pay,59615.0,
Washington DC,Company Size,2019-01,51-200,Median Base Pay,57648.0,
Philadelphia,Company Size,2019-01,1001-5000,Median Base Pay,56824.0,
Philadelphia,Company Size,2019-01,<51,Median Base Pay,51471.0,
Philadelphia,Company Size,2019-01,201-500,Median Base Pay,54750.0,
Philadelphia,Company Size,2019-01,5000+,Median Base Pay,57607.0,
Philadelphia,Company Size,2019-01,501-1000,Median Base Pay,55420.0,
Philadelphia,Company Size,2019-01,51-200,Median Base Pay,53593.0,
Atlanta,Company Size,2019-01,1001-5000,Median Base Pay,55118.0,
Atlanta,Company Size,2019-01,<51,Median Base Pay,49926.0,
Atlanta,Company Size,2019-01,201-500,Median Base Pay,53106.0,
Atlanta,Company Size,2019-01,5000+,Median Base Pay,55878.0,
Atlanta,Company Size,2019-01,501-1000,Median Base Pay,53757.0,
Atlanta,Company Size,2019-01,51-200,Median Base Pay,51984.0,
Boston,Company Size,2019-01,1001-5000,Median Base Pay,60159.0,
Boston,Company Size,2019-01,<51,Median Base Pay,54492.0,
Boston,Company Size,2019-01,201-500,Median Base Pay,57963.0,
Boston,Company Size,2019-01,5000+,Median Base Pay,60988.0,
Boston,Company Size,2019-01,501-1000,Median Base Pay,58673.0,
Boston,Company Size,2019-01,51-200,Median Base Pay,56738.0,
San Francisco,Company Size,2019-01,1001-5000,Median Base Pay,71538.0,
San Francisco,Company Size,2019-01,<51,Median Base Pay,64799.0,
San Francisco,Company Size,2019-01,201-500,Median Base Pay,68926.0,
San Francisco,Company Size,2019-01,5000+,Median Base Pay,72524.0,
San Francisco,Company Size,2019-01,501-1000,Median Base Pay,69770.0,
San Francisco,Company Size,2019-01,51-200,Median Base Pay,67469.0,
Seattle,Company Size,2019-01,1001-5000,Median Base Pay,62134.0,
Seattle,Company Size,2019-01,<51,Median Base Pay,56281.0,
Seattle,Company Size,2019-01,201-500,Median Base Pay,59867.0,
Seattle,Company Size,2019-01,5000+,Median Base Pay,62991.0,
Seattle,Company Size,2019-01,501-1000,Median Base Pay,60599.0,
Seattle,Company Size,2019-01,51-200,Median Base Pay,58601.0,
National,Company Size,2019-02,1001-5000,Median Base Pay,52534.0,
National,Company Size,2019-02,<51,Median Base Pay,47572.0,
National,Company Size,2019-02,201-500,Median Base Pay,50490.0,
National,Company Size,2019-02,5000+,Median Base Pay,53061.0,
National,Company Size,2019-02,501-1000,Median Base Pay,51150.0,
National,Company Size,2019-02,51-200,Median Base Pay,49440.0,
New York City,Company Size,2019-02,1001-5000,Median Base Pay,63365.0,
New York City,Company Size,2019-02,<51,Median Base Pay,57380.0,
New York City,Company Size,2019-02,201-500,Median Base Pay,60900.0,
New York City,Company Size,2019-02,5000+,Median Base Pay,64001.0,
New York City,Company Size,2019-02,501-1000,Median Base Pay,61696.0,
New York City,Company Size,2019-02,51-200,Median Base Pay,59634.0,
Los Angeles,Company Size,2019-02,1001-5000,Median Base Pay,61719.0,
Los Angeles,Company Size,2019-02,<51,Median Base Pay,55891.0,
Los Angeles,Company Size,2019-02,201-500,Median Base Pay,59319.0,
Los Angeles,Company Size,2019-02,5000+,Median Base Pay,62339.0,
Los Angeles,Company Size,2019-02,501-1000,Median Base Pay,60094.0,
Los Angeles,Company Size,2019-02,51-200,Median Base Pay,58085.0,
Chicago,Company Size,2019-02,1001-5000,Median Base Pay,56880.0,
Chicago,Company Size,2019-02,<51,Median Base Pay,51509.0,
Chicago,Company Size,2019-02,201-500,Median Base Pay,54668.0,
Chicago,Company Size,2019-02,5000+,Median Base Pay,57451.0,
Chicago,Company Size,2019-02,501-1000,Median Base Pay,55382.0,
Chicago,Company Size,2019-02,51-200,Median Base Pay,53531.0,
Houston,Company Size,2019-02,1001-5000,Median Base Pay,55297.0,
Houston,Company Size,2019-02,<51,Median Base Pay,50075.0,
Houston,Company Size,2019-02,201-500,Median Base Pay,53146.0,
Houston,Company Size,2019-02,5000+,Median Base Pay,55852.0,
Houston,Company Size,2019-02,501-1000,Median Base Pay,53841.0,
Houston,Company Size,2019-02,51-200,Median Base Pay,52041.0,
Washington DC,Company Size,2019-02,1001-5000,Median Base Pay,61025.0,
Washington DC,Company Size,2019-02,<51,Median Base Pay,55262.0,
Washington DC,Company Size,2019-02,201-500,Median Base Pay,58652.0,
Washington DC,Company Size,2019-02,5000+,Median Base Pay,61638.0,
Washington DC,Company Size,2019-02,501-1000,Median Base Pay,59418.0,
Washington DC,Company Size,2019-02,51-200,Median Base Pay,57432.0,
Philadelphia,Company Size,2019-02,1001-5000,Median Base Pay,56434.0,
Philadelphia,Company Size,2019-02,<51,Median Base Pay,51104.0,
Philadelphia,Company Size,2019-02,201-500,Median Base Pay,54239.0,
Philadelphia,Company Size,2019-02,5000+,Median Base Pay,57000.0,
Philadelphia,Company Size,2019-02,501-1000,Median Base Pay,54947.0,
Philadelphia,Company Size,2019-02,51-200,Median Base Pay,53111.0,
Atlanta,Company Size,2019-02,1001-5000,Median Base Pay,54628.0,
Atlanta,Company Size,2019-02,<51,Median Base Pay,49469.0,
Atlanta,Company Size,2019-02,201-500,Median Base Pay,52504.0,
Atlanta,Company Size,2019-02,5000+,Median Base Pay,55177.0,
Atlanta,Company Size,2019-02,501-1000,Median Base Pay,53190.0,
Atlanta,Company Size,2019-02,51-200,Median Base Pay,51412.0,
Boston,Company Size,2019-02,1001-5000,Median Base Pay,61060.0,
Boston,Company Size,2019-02,<51,Median Base Pay,55294.0,
Boston,Company Size,2019-02,201-500,Median Base Pay,58685.0,
Boston,Company Size,2019-02,5000+,Median Base Pay,61673.0,
Boston,Company Size,2019-02,501-1000,Median Base Pay,59452.0,
Boston,Company Size,2019-02,51-200,Median Base Pay,57465.0,
San Francisco,Company Size,2019-02,1001-5000,Median Base Pay,71051.0,
San Francisco,Company Size,2019-02,<51,Median Base Pay,64341.0,
San Francisco,Company Size,2019-02,201-500,Median Base Pay,68287.0,
San Francisco,Company Size,2019-02,5000+,Median Base Pay,71765.0,
San Francisco,Company Size,2019-02,501-1000,Median Base Pay,69180.0,
San Francisco,Company Size,2019-02,51-200,Median Base Pay,66868.0,
Seattle,Company Size,2019-02,1001-5000,Median Base Pay,62752.0,
Seattle,Company Size,2019-02,<51,Median Base Pay,56826.0,
Seattle,Company Size,2019-02,201-500,Median Base Pay,60311.0,
Seattle,Company Size,2019-02,5000+,Median Base Pay,63382.0,
Seattle,Company Size,2019-02,501-1000,Median Base Pay,61099.0,
Seattle,Company Size,2019-02,51-200,Median Base Pay,59057.0,
